prompt_id,template_id,seed,setting,direct_exposure_score,ac_score,tsr_score
T03-V5,T03,43,Enterprise staged redaction,0.081242,0.919340,0.897174
T03-V6,T03,43,Enterprise staged redaction,0.082231,0.919919,0.897451
T03-V7,T03,43,Enterprise staged redaction,0.082027,0.920375,0.895566
T03-V8,T03,43,Enterprise staged redaction,0.083134,0.918558,0.897942
T04-V1,T04,43,Enterprise staged redaction,0.081981,0.917176,0.895627
T04-V2,T04,43,Enterprise staged redaction,0.082040,0.918570,0.898204
T04-V3,T04,43,Enterprise staged redaction,0.082894,0.919247,0.894710
T04-V4,T04,43,Enterprise staged redaction,0.084042,0.916540,0.893674
T04-V5,T04,43,Enterprise staged redaction,0.082231,0.919919,0.897451
T04-V6,T04,43,Enterprise staged redaction,0.082027,0.920375,0.895566
T04-V7,T04,43,Enterprise staged redaction,0.081134,0.920558,0.900442
T04-V8,T04,43,Enterprise staged redaction,0.082019,0.922165,0.896923
T05-V1,T05,43,Enterprise staged redaction,0.082040,0.918570,0.898204
T05-V2,T05,43,Enterprise staged redaction,0.082894,0.919247,0.894710
T05-V3,T05,43,Enterprise staged redaction,0.082042,0.918540,0.896174
T05-V4,T05,43,Enterprise staged redaction,0.085031,0.917119,0.893951
T05-V5,T05,43,Enterprise staged redaction,0.082027,0.920375,0.895566
T05-V6,T05,43,Enterprise staged redaction,0.081134,0.920558,0.900442
T05-V7,T05,43,Enterprise staged redaction,0.080019,0.924165,0.899423
T05-V8,T05,43,Enterprise staged redaction,0.081690,0.919771,0.897936
T06-V1,T06,43,Enterprise staged redaction,0.085294,0.916847,0.891710
T06-V2,T06,43,Enterprise staged redaction,0.084442,0.916140,0.893174
T06-V3,T06,43,Enterprise staged redaction,0.085431,0.916719,0.893451
T06-V4,T06,43,Enterprise staged redaction,0.087227,0.915175,0.889066
T06-V5,T06,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T06-V6,T06,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T06-V7,T06,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T06-V8,T06,43,Enterprise staged redaction,0.084560,0.917350,0.896387
T07-V1,T07,43,Enterprise staged redaction,0.084442,0.916140,0.893174
T07-V2,T07,43,Enterprise staged redaction,0.085431,0.916719,0.893451
T07-V3,T07,43,Enterprise staged redaction,0.085227,0.917175,0.891566
T07-V4,T07,43,Enterprise staged redaction,0.086334,0.915358,0.893942
T07-V5,T07,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T07-V6,T07,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T07-V7,T07,43,Enterprise staged redaction,0.082560,0.919350,0.898887
T07-V8,T07,43,Enterprise staged redaction,0.085342,0.918639,0.895740
T08-V1,T08,43,Enterprise staged redaction,0.085431,0.916719,0.893451
T08-V2,T08,43,Enterprise staged redaction,0.085227,0.917175,0.891566
T08-V3,T08,43,Enterprise staged redaction,0.084334,0.917358,0.896442
T08-V4,T08,43,Enterprise staged redaction,0.085219,0.918965,0.892923
T08-V5,T08,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T08-V6,T08,43,Enterprise staged redaction,0.082560,0.919350,0.898887
T08-V7,T08,43,Enterprise staged redaction,0.083342,0.920639,0.898240
T08-V8,T08,43,Enterprise staged redaction,0.082384,0.917980,0.897835
T09-V1,T09,43,Enterprise staged redaction,0.082827,0.919575,0.894566
T09-V2,T09,43,Enterprise staged redaction,0.081934,0.919758,0.899442
T09-V3,T09,43,Enterprise staged redaction,0.080819,0.923365,0.898423
T09-V4,T09,43,Enterprise staged redaction,0.082490,0.918971,0.896936
T09-V5,T09,43,Enterprise staged redaction,0.080160,0.921750,0.901887
T09-V6,T09,43,Enterprise staged redaction,0.080942,0.923039,0.901240
T09-V7,T09,43,Enterprise staged redaction,0.077984,0.922380,0.903335
T09-V8,T09,43,Enterprise staged redaction,0.080596,0.917724,0.895512
T10-V1,T10,43,Enterprise staged redaction,0.080375,0.919543,0.896308
T10-V2,T10,43,Enterprise staged redaction,0.080444,0.921444,0.900137
T10-V3,T10,43,Enterprise staged redaction,0.083419,0.920064,0.897336
T10-V4,T10,43,Enterprise staged redaction,0.083981,0.915176,0.893127
T10-V5,T10,43,Enterprise staged redaction,0.081240,0.919370,0.899204
T10-V6,T10,43,Enterprise staged redaction,0.082094,0.920047,0.895710
T10-V7,T10,43,Enterprise staged redaction,0.081242,0.919340,0.897174
T10-V8,T10,43,Enterprise staged redaction,0.084231,0.917919,0.894951
T11-V1,T11,43,Enterprise staged redaction,0.080444,0.921444,0.900137
T11-V2,T11,43,Enterprise staged redaction,0.083419,0.920064,0.897336
T11-V3,T11,43,Enterprise staged redaction,0.081981,0.917176,0.895627
T11-V4,T11,43,Enterprise staged redaction,0.084040,0.916570,0.895704
T11-V5,T11,43,Enterprise staged redaction,0.082094,0.920047,0.895710
T11-V6,T11,43,Enterprise staged redaction,0.081242,0.919340,0.897174
T11-V7,T11,43,Enterprise staged redaction,0.082231,0.919919,0.897451
T11-V8,T11,43,Enterprise staged redaction,0.084027,0.918375,0.893066
T12-V1,T12,43,Enterprise staged redaction,0.083419,0.920064,0.897336
T12-V2,T12,43,Enterprise staged redaction,0.081981,0.917176,0.895627
T12-V3,T12,43,Enterprise staged redaction,0.082040,0.918570,0.898204
T12-V4,T12,43,Enterprise staged redaction,0.084894,0.917247,0.892210
T12-V5,T12,43,Enterprise staged redaction,0.081242,0.919340,0.897174
T12-V6,T12,43,Enterprise staged redaction,0.082231,0.919919,0.897451
T12-V7,T12,43,Enterprise staged redaction,0.082027,0.920375,0.895566
T12-V8,T12,43,Enterprise staged redaction,0.083134,0.918558,0.897942
T13-V1,T13,43,Enterprise staged redaction,0.081981,0.917176,0.895627
T13-V2,T13,43,Enterprise staged redaction,0.082040,0.918570,0.898204
T13-V3,T13,43,Enterprise staged redaction,0.082894,0.919247,0.894710
T13-V4,T13,43,Enterprise staged redaction,0.084042,0.916540,0.893674
T13-V5,T13,43,Enterprise staged redaction,0.082231,0.919919,0.897451
T13-V6,T13,43,Enterprise staged redaction,0.082027,0.920375,0.895566
T13-V7,T13,43,Enterprise staged redaction,0.081134,0.920558,0.900442
T13-V8,T13,43,Enterprise staged redaction,0.082019,0.922165,0.896923
T14-V1,T14,43,Enterprise staged redaction,0.084440,0.916170,0.895204
T14-V2,T14,43,Enterprise staged redaction,0.085294,0.916847,0.891710
T14-V3,T14,43,Enterprise staged redaction,0.084442,0.916140,0.893174
T14-V4,T14,43,Enterprise staged redaction,0.087431,0.914719,0.890951
T14-V5,T14,43,Enterprise staged redaction,0.084427,0.917975,0.892566
T14-V6,T14,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T14-V7,T14,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T14-V8,T14,43,Enterprise staged redaction,0.084090,0.917371,0.894936
T15-V1,T15,43,Enterprise staged redaction,0.085294,0.916847,0.891710
T15-V2,T15,43,Enterprise staged redaction,0.084442,0.916140,0.893174
T15-V3,T15,43,Enterprise staged redaction,0.085431,0.916719,0.893451
T15-V4,T15,43,Enterprise staged redaction,0.087227,0.915175,0.889066
T15-V5,T15,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T15-V6,T15,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T15-V7,T15,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T15-V8,T15,43,Enterprise staged redaction,0.084560,0.917350,0.896387
T16-V1,T16,43,Enterprise staged redaction,0.084442,0.916140,0.893174
T16-V2,T16,43,Enterprise staged redaction,0.085431,0.916719,0.893451
T16-V3,T16,43,Enterprise staged redaction,0.085227,0.917175,0.891566
T16-V4,T16,43,Enterprise staged redaction,0.086334,0.915358,0.893942
T16-V5,T16,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T16-V6,T16,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T16-V7,T16,43,Enterprise staged redaction,0.082560,0.919350,0.898887
T16-V8,T16,43,Enterprise staged redaction,0.085342,0.918639,0.895740
T17-V1,T17,43,Enterprise staged redaction,0.084631,0.917519,0.894451
T17-V2,T17,43,Enterprise staged redaction,0.084427,0.917975,0.892566
T17-V3,T17,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T17-V4,T17,43,Enterprise staged redaction,0.084419,0.919765,0.893923
T17-V5,T17,43,Enterprise staged redaction,0.081290,0.920171,0.898436
T17-V6,T17,43,Enterprise staged redaction,0.081760,0.920150,0.899887
T17-V7,T17,43,Enterprise staged redaction,0.082542,0.921439,0.899240
T17-V8,T17,43,Enterprise staged redaction,0.081584,0.918780,0.898835
T18-V1,T18,43,Enterprise staged redaction,0.084427,0.917975,0.892566
T18-V2,T18,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T18-V3,T18,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T18-V4,T18,43,Enterprise staged redaction,0.084090,0.917371,0.894936
T18-V5,T18,43,Enterprise staged redaction,0.081760,0.920150,0.899887
T18-V6,T18,43,Enterprise staged redaction,0.082542,0.921439,0.899240
T18-V7,T18,43,Enterprise staged redaction,0.079584,0.920780,0.901335
T18-V8,T18,43,Enterprise staged redaction,0.082196,0.916124,0.893512
T19-V1,T19,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T19-V2,T19,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T19-V3,T19,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T19-V4,T19,43,Enterprise staged redaction,0.084560,0.917350,0.896387
T19-V5,T19,43,Enterprise staged redaction,0.082542,0.921439,0.899240
T19-V6,T19,43,Enterprise staged redaction,0.079584,0.920780,0.901335
T19-V7,T19,43,Enterprise staged redaction,0.080196,0.918124,0.896012
T19-V8,T19,43,Enterprise staged redaction,0.083351,0.917732,0.892661
T20-V1,T20,43,Enterprise staged redaction,0.082044,0.919844,0.898137
T20-V2,T20,43,Enterprise staged redaction,0.085019,0.918464,0.895336
T20-V3,T20,43,Enterprise staged redaction,0.083581,0.915576,0.893627
T20-V4,T20,43,Enterprise staged redaction,0.085640,0.914970,0.893704
T20-V5,T20,43,Enterprise staged redaction,0.083694,0.918447,0.893710
T20-V6,T20,43,Enterprise staged redaction,0.082842,0.917740,0.895174
T20-V7,T20,43,Enterprise staged redaction,0.083831,0.918319,0.895451
T20-V8,T20,43,Enterprise staged redaction,0.085627,0.916775,0.891066
T21-V1,T21,43,Enterprise staged redaction,0.085019,0.918464,0.895336
T21-V2,T21,43,Enterprise staged redaction,0.083581,0.915576,0.893627
T21-V3,T21,43,Enterprise staged redaction,0.083640,0.916970,0.896204
T21-V4,T21,43,Enterprise staged redaction,0.086494,0.915647,0.890210
T21-V5,T21,43,Enterprise staged redaction,0.082842,0.917740,0.895174
T21-V6,T21,43,Enterprise staged redaction,0.083831,0.918319,0.895451
T21-V7,T21,43,Enterprise staged redaction,0.083627,0.918775,0.893566
T21-V8,T21,43,Enterprise staged redaction,0.084734,0.916958,0.895942
T22-V1,T22,43,Enterprise staged redaction,0.085981,0.913176,0.890627
T22-V2,T22,43,Enterprise staged redaction,0.086040,0.914570,0.893204
T22-V3,T22,43,Enterprise staged redaction,0.086894,0.915247,0.889710
T22-V4,T22,43,Enterprise staged redaction,0.088042,0.912540,0.888674
T22-V5,T22,43,Enterprise staged redaction,0.086231,0.915919,0.892451
T22-V6,T22,43,Enterprise staged redaction,0.086027,0.916375,0.890566
T22-V7,T22,43,Enterprise staged redaction,0.085134,0.916558,0.895442
T22-V8,T22,43,Enterprise staged redaction,0.086019,0.918165,0.891923
T23-V1,T23,43,Enterprise staged redaction,0.086040,0.914570,0.893204
T23-V2,T23,43,Enterprise staged redaction,0.086894,0.915247,0.889710
T23-V3,T23,43,Enterprise staged redaction,0.086042,0.914540,0.891174
T23-V4,T23,43,Enterprise staged redaction,0.089031,0.913119,0.888951
T23-V5,T23,43,Enterprise staged redaction,0.086027,0.916375,0.890566
T23-V6,T23,43,Enterprise staged redaction,0.085134,0.916558,0.895442
T23-V7,T23,43,Enterprise staged redaction,0.084019,0.920165,0.894423
T23-V8,T23,43,Enterprise staged redaction,0.085690,0.915771,0.892936
T24-V1,T24,43,Enterprise staged redaction,0.086894,0.915247,0.889710
T24-V2,T24,43,Enterprise staged redaction,0.086042,0.914540,0.891174
T24-V3,T24,43,Enterprise staged redaction,0.087031,0.915119,0.891451
T24-V4,T24,43,Enterprise staged redaction,0.088827,0.913575,0.887066
T24-V5,T24,43,Enterprise staged redaction,0.085134,0.916558,0.895442
T24-V6,T24,43,Enterprise staged redaction,0.084019,0.920165,0.894423
T24-V7,T24,43,Enterprise staged redaction,0.083690,0.917771,0.895436
T24-V8,T24,43,Enterprise staged redaction,0.086160,0.915750,0.894387
T25-V1,T25,43,Enterprise staged redaction,0.083642,0.916940,0.894174
T25-V2,T25,43,Enterprise staged redaction,0.084631,0.917519,0.894451
T25-V3,T25,43,Enterprise staged redaction,0.084427,0.917975,0.892566
T25-V4,T25,43,Enterprise staged redaction,0.085534,0.916158,0.894942
T25-V5,T25,43,Enterprise staged redaction,0.081619,0.922565,0.897423
T25-V6,T25,43,Enterprise staged redaction,0.081290,0.920171,0.898436
T25-V7,T25,43,Enterprise staged redaction,0.081760,0.920150,0.899887
T25-V8,T25,43,Enterprise staged redaction,0.084542,0.919439,0.896740
T26-V1,T26,43,Enterprise staged redaction,0.084631,0.917519,0.894451
T26-V2,T26,43,Enterprise staged redaction,0.084427,0.917975,0.892566
T26-V3,T26,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T26-V4,T26,43,Enterprise staged redaction,0.084419,0.919765,0.893923
T26-V5,T26,43,Enterprise staged redaction,0.081290,0.920171,0.898436
T26-V6,T26,43,Enterprise staged redaction,0.081760,0.920150,0.899887
T26-V7,T26,43,Enterprise staged redaction,0.082542,0.921439,0.899240
T26-V8,T26,43,Enterprise staged redaction,0.081584,0.918780,0.898835
T27-V1,T27,43,Enterprise staged redaction,0.084427,0.917975,0.892566
T27-V2,T27,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T27-V3,T27,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T27-V4,T27,43,Enterprise staged redaction,0.084090,0.917371,0.894936
T27-V5,T27,43,Enterprise staged redaction,0.081760,0.920150,0.899887
T27-V6,T27,43,Enterprise staged redaction,0.082542,0.921439,0.899240
T27-V7,T27,43,Enterprise staged redaction,0.079584,0.920780,0.901335
T27-V8,T27,43,Enterprise staged redaction,0.082196,0.916124,0.893512
T28-V1,T28,43,Enterprise staged redaction,0.083534,0.918158,0.897442
T28-V2,T28,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T28-V3,T28,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T28-V4,T28,43,Enterprise staged redaction,0.084560,0.917350,0.896387
T28-V5,T28,43,Enterprise staged redaction,0.082542,0.921439,0.899240
T28-V6,T28,43,Enterprise staged redaction,0.079584,0.920780,0.901335
T28-V7,T28,43,Enterprise staged redaction,0.080196,0.918124,0.896012
T28-V8,T28,43,Enterprise staged redaction,0.083351,0.917732,0.892661
T29-V1,T29,43,Enterprise staged redaction,0.082419,0.921765,0.896423
T29-V2,T29,43,Enterprise staged redaction,0.082090,0.919371,0.897436
T29-V3,T29,43,Enterprise staged redaction,0.082560,0.919350,0.898887
T29-V4,T29,43,Enterprise staged redaction,0.085342,0.918639,0.895740
T29-V5,T29,43,Enterprise staged redaction,0.079584,0.920780,0.901335
T29-V6,T29,43,Enterprise staged redaction,0.080196,0.918124,0.896012
T29-V7,T29,43,Enterprise staged redaction,0.081351,0.919732,0.895161
T29-V8,T29,43,Enterprise staged redaction,0.082477,0.918215,0.892841
T30-V1,T30,43,Enterprise staged redaction,0.087419,0.916064,0.892336
T30-V2,T30,43,Enterprise staged redaction,0.085981,0.913176,0.890627
T30-V3,T30,43,Enterprise staged redaction,0.086040,0.914570,0.893204
T30-V4,T30,43,Enterprise staged redaction,0.088894,0.913247,0.887210
T30-V5,T30,43,Enterprise staged redaction,0.085242,0.915340,0.892174
T30-V6,T30,43,Enterprise staged redaction,0.086231,0.915919,0.892451
T30-V7,T30,43,Enterprise staged redaction,0.086027,0.916375,0.890566
T30-V8,T30,43,Enterprise staged redaction,0.087134,0.914558,0.892942
T31-V1,T31,43,Enterprise staged redaction,0.085981,0.913176,0.890627
T31-V2,T31,43,Enterprise staged redaction,0.086040,0.914570,0.893204
T31-V3,T31,43,Enterprise staged redaction,0.086894,0.915247,0.889710
T31-V4,T31,43,Enterprise staged redaction,0.088042,0.912540,0.888674
T31-V5,T31,43,Enterprise staged redaction,0.086231,0.915919,0.892451
T31-V6,T31,43,Enterprise staged redaction,0.086027,0.916375,0.890566
T31-V7,T31,43,Enterprise staged redaction,0.085134,0.916558,0.895442
T31-V8,T31,43,Enterprise staged redaction,0.086019,0.918165,0.891923
T32-V1,T32,43,Enterprise staged redaction,0.086040,0.914570,0.893204
T32-V2,T32,43,Enterprise staged redaction,0.086894,0.915247,0.889710
T32-V3,T32,43,Enterprise staged redaction,0.086042,0.914540,0.891174
T32-V4,T32,43,Enterprise staged redaction,0.089031,0.913119,0.888951
T32-V5,T32,43,Enterprise staged redaction,0.086027,0.916375,0.890566
T32-V6,T32,43,Enterprise staged redaction,0.085134,0.916558,0.895442
T32-V7,T32,43,Enterprise staged redaction,0.084019,0.920165,0.894423
T32-V8,T32,43,Enterprise staged redaction,0.085690,0.915771,0.892936
T01-V1,T01,71,Enterprise staged redaction,0.083747,0.924383,0.900743
T01-V2,T01,71,Enterprise staged redaction,0.084356,0.920175,0.900028
T01-V3,T01,71,Enterprise staged redaction,0.082907,0.918724,0.898441
T01-V4,T01,71,Enterprise staged redaction,0.087739,0.916634,0.895770
T01-V5,T01,71,Enterprise staged redaction,0.082411,0.921453,0.899210
T01-V6,T01,71,Enterprise staged redaction,0.085160,0.920029,0.900876
T01-V7,T01,71,Enterprise staged redaction,0.083736,0.921386,0.901167
T01-V8,T01,71,Enterprise staged redaction,0.086334,0.917740,0.896966
T02-V1,T02,71,Enterprise staged redaction,0.084356,0.920175,0.900028
T02-V2,T02,71,Enterprise staged redaction,0.082907,0.918724,0.898441
T02-V3,T02,71,Enterprise staged redaction,0.085739,0.918634,0.898270
T02-V4,T02,71,Enterprise staged redaction,0.085211,0.918653,0.895710
T02-V5,T02,71,Enterprise staged redaction,0.085160,0.920029,0.900876
T02-V6,T02,71,Enterprise staged redaction,0.083736,0.921386,0.901167
T02-V7,T02,71,Enterprise staged redaction,0.084334,0.919740,0.899466
T02-V8,T02,71,Enterprise staged redaction,0.086164,0.916846,0.898146
T03-V1,T03,71,Enterprise staged redaction,0.082907,0.918724,0.898441
T03-V2,T03,71,Enterprise staged redaction,0.085739,0.918634,0.898270
T03-V3,T03,71,Enterprise staged redaction,0.083211,0.920653,0.898210
T03-V4,T03,71,Enterprise staged redaction,0.087960,0.917229,0.897376
T03-V5,T03,71,Enterprise staged redaction,0.083736,0.921386,0.901167
T03-V6,T03,71,Enterprise staged redaction,0.084334,0.919740,0.899466
T03-V7,T03,71,Enterprise staged redaction,0.084164,0.918846,0.900646
T03-V8,T03,71,Enterprise staged redaction,0.087204,0.915990,0.897652
T04-V1,T04,71,Enterprise staged redaction,0.085739,0.918634,0.898270
T04-V2,T04,71,Enterprise staged redaction,0.083211,0.920653,0.898210
T04-V3,T04,71,Enterprise staged redaction,0.085960,0.919229,0.899876
T04-V4,T04,71,Enterprise staged redaction,0.086536,0.918586,0.897667
T04-V5,T04,71,Enterprise staged redaction,0.084334,0.919740,0.899466
T04-V6,T04,71,Enterprise staged redaction,0.084164,0.918846,0.900646
T04-V7,T04,71,Enterprise staged redaction,0.085204,0.917990,0.900152
T04-V8,T04,71,Enterprise staged redaction,0.083601,0.920122,0.903493
T05-V1,T05,71,Enterprise staged redaction,0.083211,0.920653,0.898210
T05-V2,T05,71,Enterprise staged redaction,0.085960,0.919229,0.899876
T05-V3,T05,71,Enterprise staged redaction,0.084536,0.920586,0.900167
T05-V4,T05,71,Enterprise staged redaction,0.087134,0.916940,0.895966
T05-V5,T05,71,Enterprise staged redaction,0.084164,0.918846,0.900646
T05-V6,T05,71,Enterprise staged redaction,0.085204,0.917990,0.900152
T05-V7,T05,71,Enterprise staged redaction,0.081601,0.922122,0.905993
T05-V8,T05,71,Enterprise staged redaction,0.081916,0.923522,0.902773
T06-V1,T06,71,Enterprise staged redaction,0.088360,0.916829,0.896876
T06-V2,T06,71,Enterprise staged redaction,0.086936,0.918186,0.897167
T06-V3,T06,71,Enterprise staged redaction,0.087534,0.916540,0.895466
T06-V4,T06,71,Enterprise staged redaction,0.089364,0.913646,0.894146
T06-V5,T06,71,Enterprise staged redaction,0.087604,0.915590,0.897152
T06-V6,T06,71,Enterprise staged redaction,0.084001,0.919722,0.902993
T06-V7,T06,71,Enterprise staged redaction,0.082316,0.923122,0.902273
T06-V8,T06,71,Enterprise staged redaction,0.086136,0.919630,0.895643
T07-V1,T07,71,Enterprise staged redaction,0.086936,0.918186,0.897167
T07-V2,T07,71,Enterprise staged redaction,0.087534,0.916540,0.895466
T07-V3,T07,71,Enterprise staged redaction,0.087364,0.915646,0.896646
T07-V4,T07,71,Enterprise staged redaction,0.090404,0.912790,0.893652
T07-V5,T07,71,Enterprise staged redaction,0.084001,0.919722,0.902993
T07-V6,T07,71,Enterprise staged redaction,0.082316,0.923122,0.902273
T07-V7,T07,71,Enterprise staged redaction,0.084136,0.921630,0.898143
T07-V8,T07,71,Enterprise staged redaction,0.084777,0.920306,0.896964
T08-V1,T08,71,Enterprise staged redaction,0.087534,0.916540,0.895466
T08-V2,T08,71,Enterprise staged redaction,0.087364,0.915646,0.896646
T08-V3,T08,71,Enterprise staged redaction,0.088404,0.914790,0.896152
T08-V4,T08,71,Enterprise staged redaction,0.086801,0.916922,0.899493
T08-V5,T08,71,Enterprise staged redaction,0.082316,0.923122,0.902273
T08-V6,T08,71,Enterprise staged redaction,0.084136,0.921630,0.898143
T08-V7,T08,71,Enterprise staged redaction,0.082777,0.922306,0.899464
T08-V8,T08,71,Enterprise staged redaction,0.085839,0.917542,0.896937
T09-V1,T09,71,Enterprise staged redaction,0.084964,0.918046,0.899646
T09-V2,T09,71,Enterprise staged redaction,0.086004,0.917190,0.899152
T09-V3,T09,71,Enterprise staged redaction,0.082401,0.921322,0.904993
T09-V4,T09,71,Enterprise staged redaction,0.082716,0.922722,0.901773
T09-V5,T09,71,Enterprise staged redaction,0.081736,0.924030,0.901143
T09-V6,T09,71,Enterprise staged redaction,0.080377,0.924706,0.902464
T09-V7,T09,71,Enterprise staged redaction,0.081439,0.921942,0.902437
T09-V8,T09,71,Enterprise staged redaction,0.085257,0.921659,0.898955
T10-V1,T10,71,Enterprise staged redaction,0.083747,0.924383,0.900743
T10-V2,T10,71,Enterprise staged redaction,0.084356,0.920175,0.900028
T10-V3,T10,71,Enterprise staged redaction,0.082907,0.918724,0.898441
T10-V4,T10,71,Enterprise staged redaction,0.087739,0.916634,0.895770
T10-V5,T10,71,Enterprise staged redaction,0.082411,0.921453,0.899210
T10-V6,T10,71,Enterprise staged redaction,0.085160,0.920029,0.900876
T10-V7,T10,71,Enterprise staged redaction,0.083736,0.921386,0.901167
T10-V8,T10,71,Enterprise staged redaction,0.086334,0.917740,0.896966
T11-V1,T11,71,Enterprise staged redaction,0.084356,0.920175,0.900028
T11-V2,T11,71,Enterprise staged redaction,0.082907,0.918724,0.898441
T11-V3,T11,71,Enterprise staged redaction,0.085739,0.918634,0.898270
T11-V4,T11,71,Enterprise staged redaction,0.085211,0.918653,0.895710
T11-V5,T11,71,Enterprise staged redaction,0.085160,0.920029,0.900876
T11-V6,T11,71,Enterprise staged redaction,0.083736,0.921386,0.901167
T11-V7,T11,71,Enterprise staged redaction,0.084334,0.919740,0.899466
T11-V8,T11,71,Enterprise staged redaction,0.086164,0.916846,0.898146
T12-V1,T12,71,Enterprise staged redaction,0.082907,0.918724,0.898441
T12-V2,T12,71,Enterprise staged redaction,0.085739,0.918634,0.898270
T12-V3,T12,71,Enterprise staged redaction,0.083211,0.920653,0.898210
T12-V4,T12,71,Enterprise staged redaction,0.087960,0.917229,0.897376
T12-V5,T12,71,Enterprise staged redaction,0.083736,0.921386,0.901167
T12-V6,T12,71,Enterprise staged redaction,0.084334,0.919740,0.899466
T12-V7,T12,71,Enterprise staged redaction,0.084164,0.918846,0.900646
T12-V8,T12,71,Enterprise staged redaction,0.087204,0.915990,0.897652
T13-V1,T13,71,Enterprise staged redaction,0.085739,0.918634,0.898270
T13-V2,T13,71,Enterprise staged redaction,0.083211,0.920653,0.898210
T13-V3,T13,71,Enterprise staged redaction,0.085960,0.919229,0.899876
T13-V4,T13,71,Enterprise staged redaction,0.086536,0.918586,0.897667
T13-V5,T13,71,Enterprise staged redaction,0.084334,0.919740,0.899466
T13-V6,T13,71,Enterprise staged redaction,0.084164,0.918846,0.900646
T13-V7,T13,71,Enterprise staged redaction,0.085204,0.917990,0.900152
T13-V8,T13,71,Enterprise staged redaction,0.083601,0.920122,0.903493
T14-V1,T14,71,Enterprise staged redaction,0.085611,0.918253,0.895210
T14-V2,T14,71,Enterprise staged redaction,0.088360,0.916829,0.896876
T14-V3,T14,71,Enterprise staged redaction,0.086936,0.918186,0.897167
T14-V4,T14,71,Enterprise staged redaction,0.089534,0.914540,0.892966
T14-V5,T14,71,Enterprise staged redaction,0.086564,0.916446,0.897646
T14-V6,T14,71,Enterprise staged redaction,0.087604,0.915590,0.897152
T14-V7,T14,71,Enterprise staged redaction,0.084001,0.919722,0.902993
T14-V8,T14,71,Enterprise staged redaction,0.084316,0.921122,0.899773
T15-V1,T15,71,Enterprise staged redaction,0.088360,0.916829,0.896876
T15-V2,T15,71,Enterprise staged redaction,0.086936,0.918186,0.897167
T15-V3,T15,71,Enterprise staged redaction,0.087534,0.916540,0.895466
T15-V4,T15,71,Enterprise staged redaction,0.089364,0.913646,0.894146
T15-V5,T15,71,Enterprise staged redaction,0.087604,0.915590,0.897152
T15-V6,T15,71,Enterprise staged redaction,0.084001,0.919722,0.902993
T15-V7,T15,71,Enterprise staged redaction,0.082316,0.923122,0.902273
T15-V8,T15,71,Enterprise staged redaction,0.086136,0.919630,0.895643
T16-V1,T16,71,Enterprise staged redaction,0.086936,0.918186,0.897167
T16-V2,T16,71,Enterprise staged redaction,0.087534,0.916540,0.895466
T16-V3,T16,71,Enterprise staged redaction,0.087364,0.915646,0.896646
T16-V4,T16,71,Enterprise staged redaction,0.090404,0.912790,0.893652
T16-V5,T16,71,Enterprise staged redaction,0.084001,0.919722,0.902993
T16-V6,T16,71,Enterprise staged redaction,0.082316,0.923122,0.902273
T16-V7,T16,71,Enterprise staged redaction,0.084136,0.921630,0.898143
T16-V8,T16,71,Enterprise staged redaction,0.084777,0.920306,0.896964
T17-V1,T17,71,Enterprise staged redaction,0.086734,0.917340,0.896466
T17-V2,T17,71,Enterprise staged redaction,0.086564,0.916446,0.897646
T17-V3,T17,71,Enterprise staged redaction,0.087604,0.915590,0.897152
T17-V4,T17,71,Enterprise staged redaction,0.086001,0.917722,0.900493
T17-V5,T17,71,Enterprise staged redaction,0.081516,0.923922,0.903273
T17-V6,T17,71,Enterprise staged redaction,0.083336,0.922430,0.899143
T17-V7,T17,71,Enterprise staged redaction,0.081977,0.923106,0.900464
T17-V8,T17,71,Enterprise staged redaction,0.085039,0.918342,0.897937
T18-V1,T18,71,Enterprise staged redaction,0.086564,0.916446,0.897646
T18-V2,T18,71,Enterprise staged redaction,0.087604,0.915590,0.897152
T18-V3,T18,71,Enterprise staged redaction,0.084001,0.919722,0.902993
T18-V4,T18,71,Enterprise staged redaction,0.084316,0.921122,0.899773
T18-V5,T18,71,Enterprise staged redaction,0.083336,0.922430,0.899143
