prompt_id,template_id,variant_id,prompt_family,prompt_source,downstream_task_type,primary_privacy_category,subset,modality,template_stub,prompt_stub,split,release_scope,raw_prompt_released,ocr_source_asset_released,paper_title,paper_url
T19-V4,T19,V4,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T19-V5,T19,V5,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Incidental-privacy,Text-only,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T19-V6,T19,V6,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Incidental-privacy,Text-only,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T19-V7,T19,V7,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Incidental-privacy,Text-only,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T19-V8,T19,V8,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V1,T20,V1,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Essential-privacy,Text-only,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V2,T20,V2,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Essential-privacy,Text-only,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V3,T20,V3,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Essential-privacy,Text-only,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V4,T20,V4,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V5,T20,V5,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Incidental-privacy,Text-only,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V6,T20,V6,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Incidental-privacy,Text-only,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V7,T20,V7,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Incidental-privacy,Text-only,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T20-V8,T20,V8,Retrieval-style,Public task sources,Retrieval QA,National/account identifiers,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on national/account identifiers.,Retrieval-style prompt centered on national/account identifiers. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V1,T21,V1,Retrieval-style,Public task sources,Retrieval QA,Financial references,Essential-privacy,Text-only,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V2,T21,V2,Retrieval-style,Public task sources,Retrieval QA,Financial references,Essential-privacy,Text-only,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V3,T21,V3,Retrieval-style,Public task sources,Retrieval QA,Financial references,Essential-privacy,Text-only,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V4,T21,V4,Retrieval-style,Public task sources,Retrieval QA,Financial references,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V5,T21,V5,Retrieval-style,Public task sources,Retrieval QA,Financial references,Incidental-privacy,Text-only,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V6,T21,V6,Retrieval-style,Public task sources,Retrieval QA,Financial references,Incidental-privacy,Text-only,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V7,T21,V7,Retrieval-style,Public task sources,Retrieval QA,Financial references,Incidental-privacy,Text-only,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T21-V8,T21,V8,Retrieval-style,Public task sources,Retrieval QA,Financial references,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on financial references.,Retrieval-style prompt centered on financial references. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V1,T22,V1,Retrieval-style,Public task sources,Retrieval QA,Medical content,Essential-privacy,Text-only,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V2,T22,V2,Retrieval-style,Public task sources,Retrieval QA,Medical content,Essential-privacy,Text-only,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V3,T22,V3,Retrieval-style,Public task sources,Retrieval QA,Medical content,Essential-privacy,Text-only,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V4,T22,V4,Retrieval-style,Public task sources,Retrieval QA,Medical content,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V5,T22,V5,Retrieval-style,Public task sources,Retrieval QA,Medical content,Incidental-privacy,Text-only,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V6,T22,V6,Retrieval-style,Public task sources,Retrieval QA,Medical content,Incidental-privacy,Text-only,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V7,T22,V7,Retrieval-style,Public task sources,Retrieval QA,Medical content,Incidental-privacy,Text-only,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T22-V8,T22,V8,Retrieval-style,Public task sources,Retrieval QA,Medical content,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on medical content.,Retrieval-style prompt centered on medical content. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V1,T23,V1,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Essential-privacy,Text-only,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V2,T23,V2,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Essential-privacy,Text-only,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V3,T23,V3,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Essential-privacy,Text-only,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V4,T23,V4,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V5,T23,V5,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Incidental-privacy,Text-only,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V6,T23,V6,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Incidental-privacy,Text-only,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V7,T23,V7,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Incidental-privacy,Text-only,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T23-V8,T23,V8,Retrieval-style,Public task sources,Retrieval QA,Organization/project terms,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on organization/project terms.,Retrieval-style prompt centered on organization/project terms. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V1,T24,V1,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Essential-privacy,Text-only,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V2,T24,V2,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Essential-privacy,Text-only,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V3,T24,V3,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Essential-privacy,Text-only,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V4,T24,V4,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V5,T24,V5,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V6,T24,V6,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V7,T24,V7,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T24-V8,T24,V8,Retrieval-style,Public task sources,Retrieval QA,Context-dependent confidential spans,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on context-dependent confidential spans.,Retrieval-style prompt centered on context-dependent confidential spans. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V1,T25,V1,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Essential-privacy,Text-only,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V2,T25,V2,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Essential-privacy,Text-only,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V3,T25,V3,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Essential-privacy,Text-only,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V4,T25,V4,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V5,T25,V5,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V6,T25,V6,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V7,T25,V7,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T25-V8,T25,V8,Tool-oriented agent,Agent workflow traces,Agent execution,Person names,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on person names.,Tool-oriented agent prompt centered on person names. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V1,T26,V1,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Essential-privacy,Text-only,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V2,T26,V2,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Essential-privacy,Text-only,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V3,T26,V3,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Essential-privacy,Text-only,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V4,T26,V4,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V5,T26,V5,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V6,T26,V6,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V7,T26,V7,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T26-V8,T26,V8,Tool-oriented agent,Agent workflow traces,Agent execution,Contact details,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on contact details.,Tool-oriented agent prompt centered on contact details. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V1,T27,V1,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Essential-privacy,Text-only,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V2,T27,V2,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Essential-privacy,Text-only,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V3,T27,V3,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Essential-privacy,Text-only,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V4,T27,V4,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V5,T27,V5,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V6,T27,V6,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V7,T27,V7,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T27-V8,T27,V8,Tool-oriented agent,Agent workflow traces,Agent execution,Postal addresses,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on postal addresses.,Tool-oriented agent prompt centered on postal addresses. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T28-V1,T28,V1,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Essential-privacy,Text-only,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
